Time,Seconds,NaiveLat,NaiveLng,NaiveAcc,NaiveSpeed,NewLat,NewLng,NewAcc,NewSpeed
12/10/2012 2:52:58 PM -08:00,687,47.64433639,-122.1404129,3.994431776,3.10514954970106,47.6443491455974,-122.140405386619,3.50434557227054,2.94723234808862
12/10/2012 2:52:59 PM -08:00,688,47.64433187,-122.1404236,3.994431776,3.03869526554547,47.6443415797963,-122.140413991864,3.66776160362886,2.84110477857108
12/10/2012 2:53:00 PM -08:00,689,47.64432713,-122.1404367,5.692941186,3.64220248621366,47.644338774096,-122.140417993564,4.69991169775503,3.08319418801914
12/10/2012 2:53:01 PM -08:00,690,47.64432612,-122.1404508,8.051034635,5.07750370915698,47.6443376381273,-122.140420181422,5.48278939635799,3.41580164936992
12/10/2012 2:53:02 PM -08:00,691,47.64432688,-122.1404634,10.59183674,6.87257513874497,47.6443358265577,-122.140425110852,6.43691397939032,4.21905291533782
12/10/2012 2:53:03 PM -08:00,692,47.64432566,-122.140475,13.02025462,8.68395105124591,47.6443351991829,-122.140423268271,7.58831956326125,5.01963032344452
12/10/2012 2:53:04 PM -08:00,693,47.64432717,-122.14049,13.02025462,9.26480625070649,47.6443335929566,-122.14042665479,8.16707904893994,5.59723087879318
12/10/2012 2:53:05 PM -08:00,694,47.64432872,-122.1405194,10.59183674,8.89698391494108,47.6443335313784,-122.140449852702,8.00125398600411,5.92852417561708
12/10/2012 2:53:06 PM -08:00,695,47.6443304,-122.1405444,13.02025462,9.01976372248185,47.6443366207309,-122.140461740021,7.83999137170679,5.73265767919011
12/10/2012 2:53:07 PM -08:00,696,47.64433015,-122.1405679,11.75221974,8.98078963769792,47.6443382752163,-122.14048324708,8.62486362745373,5.8059315074037
12/10/2012 2:53:08 PM -08:00,697,47.64433195,-122.1405978,11.75221974,8.86462424567437,47.6443373319828,-122.14050737237,8.02913804811391,5.99723026650033
12/10/2012 2:53:09 PM -08:00,698,47.64433551,-122.1406238,11.75221974,8.65819637045442,47.6443395115454,-122.140530008467,7.9653841078991,5.82378163362168
12/10/2012 2:53:10 PM -08:00,699,47.64433375,-122.1406484,10.59183674,8.19676513323852,47.6443410827243,-122.140561804617,7.88828046638351,6.12952111994938
12/10/2012 2:53:11 PM -08:00,700,47.64433585,-122.1406707,9.809766572,7.78088610497908,47.6443446127046,-122.140596144301,7.95334776227729,6.10785356769948
12/10/2012 2:53:12 PM -08:00,701,47.64433807,-122.1406927,8.051034635,6.7469757932156,47.6443423097652,-122.140631752361,7.29809539908052,6.00723747009218
12/10/2012 2:53:13 PM -08:00,702,47.64434025,-122.1407089,9.809766572,6.57384655178107,47.644343279964,-122.140648739354,7.30442186896332,5.30378037321232
12/10/2012 2:53:14 PM -08:00,703,47.64434109,-122.140732,10.59183674,7.5646160234833,47.6443436076012,-122.140665831663,7.39516663574795,5.29903390007948
12/10/2012 2:53:15 PM -08:00,704,47.64434213,-122.140751,11.75221974,8.45290742838887,47.6443425454477,-122.140677746922,7.53526767318129,5.33246503117727
12/10/2012 2:53:16 PM -08:00,705,47.64434234,-122.1407724,15.55073383,9.98804053076484,47.6443405020104,-122.140680546711,8.51237001315748,5.50067962976022
12/10/2012 2:53:17 PM -08:00,706,47.64434222,-122.1407882,15.55073383,11.0774553983196,47.644342245501,-122.140688244862,8.80157442252227,5.84241522203893
12/10/2012 2:53:18 PM -08:00,707,47.64433878,-122.1408189,15.55073383,11.7351876507088,47.6443410387762,-122.140703571477,8.93456585453634,6.00160290842527
12/10/2012 2:53:19 PM -08:00,708,47.64433807,-122.1408344,16.66508819,11.6079360234077,47.6443443549044,-122.140713920647,8.40291117480873,6.02055316949242
12/10/2012 2:53:20 PM -08:00,709,47.64433698,-122.1408541,18.00266073,12.8900329151953,47.6443399409147,-122.140726107653,9.33654541052309,6.21968762186342
12/10/2012 2:53:21 PM -08:00,710,47.64433597,-122.1408717,21.61472997,14.6014231194443,47.6443409487394,-122.14073574254,9.54217450529478,6.50766512655924
12/10/2012 2:53:22 PM -08:00,711,47.64432943,-122.1408938,21.61472997,15.4354059275393,47.6443391937713,-122.140744045832,9.99053112369269,6.94472222415447
12/10/2012 2:53:23 PM -08:00,712,47.64432482,-122.1409082,26.58061003,17.6201287749419,47.6443385310162,-122.140752028034,10.2594803407709,6.86284359995023
12/10/2012 2:53:24 PM -08:00,713,47.64432378,-122.1409203,22.98968133,18.0775568552391,47.6443386880281,-122.140762634777,10.3108615326955,7.14660087826779
12/10/2012 2:53:25 PM -08:00,714,47.64432172,-122.1409326,24.04966401,17.4181196976394,47.64433577673,-122.140772263512,10.6425700982271,7.13309254641761
12/10/2012 2:53:26 PM -08:00,715,47.64432038,-122.1409424,26.58061003,18.6370036839344,47.6443358301939,-122.140773754005,10.5904421899034,7.06922406717664
12/10/2012 2:53:27 PM -08:00,716,47.64432034,-122.1409534,30.22336064,20.9533798900109,47.6443309108763,-122.140778667659,10.4410295887408,7.35154671428897
12/10/2012 2:53:28 PM -08:00,717,47.64432478,-122.1409626,36.29496863,25.3001121305157,47.644331856444,-122.140778711242,11.3212632217787,7.71717544775995
12/10/2012 2:53:29 PM -08:00,718,47.64432927,-122.1409723,39.26447197,27.565653566963,47.6443367582797,-122.140777671225,12.1557608618755,7.84394003686831
12/10/2012 2:53:30 PM -08:00,719,47.64434259,-122.1409877,44.08036903,30.5102317884273,47.6443361097436,-122.14077274801,12.5114450898664,8.75123785871537
12/10/2012 2:53:31 PM -08:00,720,47.64435244,-122.1409988,46.46478875,33.3556937326087,47.6443346635431,-122.140773379465,12.8898286418984,9.28259968378178
12/10/2012 2:53:32 PM -08:00,721,47.64436066,-122.1410139,51.8987991,36.4927767736468,47.6443340426413,-122.140768707089,13.7040739305962,9.45915275577396
12/10/2012 2:53:33 PM -08:00,722,47.64435626,-122.1410306,53.07674028,37.6159241414484,47.6443293242669,-122.140767071346,13.8055625345062,10.023799517779
12/10/2012 2:53:34 PM -08:00,723,47.64435387,-122.1410483,60.92736132,40.4331297070926,47.6443353431104,-122.140764671108,14.6480553786476,10.1160286313094
12/10/2012 2:53:35 PM -08:00,724,47.64434699,-122.1410759,67.00726275,46.6893402562909,47.6443338290387,-122.140764151588,15.284604674546,10.6972017395366
12/10/2012 2:53:36 PM -08:00,725,47.64433383,-122.1411176,62.22297172,47.1040671462286,47.644339254128,-122.140767275786,15.8637741286876,11.0432963905346
12/10/2012 2:53:37 PM -08:00,726,47.64432441,-122.1411487,64.47017837,46.7196697874689,47.6443361838017,-122.140769830249,16.2813573718281,11.3389647606609
12/10/2012 2:53:38 PM -08:00,727,47.64431401,-122.1411817,70.11621697,49.4077290408715,47.6443340094219,-122.140779989598,16.1399673820171,11.8181633815921
12/10/2012 2:53:39 PM -08:00,728,47.64430391,-122.1412117,69.99522254,51.831223941817,47.6443414284149,-122.140785635218,16.6592156570274,11.8404004273373
12/10/2012 2:53:40 PM -08:00,729,47.64430198,-122.1412349,74.84897959,52.3531493887023,47.6443352057677,-122.140786999585,16.1546781678991,11.7814936630538
12/10/2012 2:53:41 PM -08:00,730,47.64429842,-122.141246,82.2655382,56.0915417414456,47.6443408361406,-122.140788728793,16.8675764139871,11.8275591562276
12/10/2012 2:53:42 PM -08:00,731,47.6442967,-122.141255,90.5820527,62.3006614608046,47.6443390230361,-122.140786848034,17.6001230589172,12.3554882823129
12/10/2012 2:53:43 PM -08:00,732,47.64429121,-122.1412827,85.74664443,62.3333686358405,47.6443371611957,-122.140788216598,17.2710788418407,12.4694392830544
12/10/2012 2:53:44 PM -08:00,733,47.64428702,-122.1413296,81.51051322,62.4445164823585,47.6443388148282,-122.140794753545,17.2951991609996,12.5895565916006
12/10/2012 2:53:45 PM -08:00,734,47.64427906,-122.1413883,76.77275533,56.710500277772,47.6443367774289,-122.140803532753,17.3410513464788,12.4799366524966
12/10/2012 2:53:46 PM -08:00,735,47.64421586,-122.141725,66.09698401,55.0445122906432,47.6443231971629,-122.140841508958,17.5153927035145,12.6643505472751
12/10/2012 2:53:47 PM -08:00,736,47.64421632,-122.14173,58.13407961,45.0720933979696,47.6443158114568,-122.140874920898,17.7375788820823,13.2829542308166
12/10/2012 2:53:48 PM -08:00,737,47.64420643,-122.1416915,48.18736046,38.8766774916734,47.6442920330555,-122.140929402396,16.6369351878193,13.0984250115719
12/10/2012 2:53:49 PM -08:00,738,47.64420488,-122.1416571,35.46112912,30.990808769587,47.6442760143271,-122.140996788758,14.3993077017867,12.5201063940339
12/10/2012 2:53:50 PM -08:00,739,47.64421469,-122.1416341,29.38691269,23.2079218415992,47.6442702456371,-122.141053782029,11.1870853338845,9.4866723480505
12/10/2012 2:53:51 PM -08:00,740,47.644219,-122.1416122,26.84194254,20.4892199508244,47.6442764407686,-122.14110097506,11.2469798833323,8.28248079045058
12/10/2012 2:53:52 PM -08:00,741,47.64422022,-122.1415944,24.48117467,18.3775245581656,47.6442863034606,-122.141141775239,10.1258891916774,7.63233863921629
12/10/2012 2:53:53 PM -08:00,742,47.64421557,-122.1415845,22.73889713,16.882853720571,47.6442928723148,-122.141185812331,10.0429526293825,7.25012117819052
12/10/2012 2:53:54 PM -08:00,743,47.64420697,-122.1415774,21.9353049,16.2858232307938,47.6442854737394,-122.141220847288,10.9674845927432,7.33345945638863
12/10/2012 2:53:55 PM -08:00,744,47.64419755,-122.1415718,20.76768426,15.5749075407042,47.6442796673915,-122.141261153371,11.2060777753048,7.80959644911995
12/10/2012 2:53:56 PM -08:00,745,47.6441838,-122.1415649,20.76768426,15.2077291586797,47.6442690055827,-122.141298850689,10.3827955823038,7.68968969753299
12/10/2012 2:53:57 PM -08:00,746,47.64417072,-122.1415595,20.76768426,14.845789608919,47.6442618426175,-122.141331523899,9.72093429619813,7.40661061769674
12/10/2012 2:53:58 PM -08:00,747,47.64416046,-122.1415585,19.61953314,14.7561204079622,47.6442503253486,-122.141360370269,9.35695802377789,6.62467355767882
12/10/2012 2:53:59 PM -08:00,748,47.64415019,-122.141562,20.76768426,14.4257530074788,47.6442402593709,-122.141381433104,8.35292611558511,6.3659576933431
12/10/2012 2:54:00 PM -08:00,749,47.64414357,-122.1415696,20.76768426,15.2206937488216,47.6442300642171,-122.14140471155,8.4846855337279,6.41199305992545
12/10/2012 2:54:01 PM -08:00,750,47.6441364,-122.1415764,20.76768426,15.4459804673415,47.6442207979668,-122.141425776973,8.46033030722751,6.36532939902617
12/10/2012 2:54:02 PM -08:00,751,47.6441302,-122.1415875,20.76768426,15.2338850092501,47.6442096899644,-122.14144464263,8.55015875802282,6.34337041679703
12/10/2012 2:54:03 PM -08:00,752,47.64411989,-122.1415985,20.76768426,15.1190990929655,47.6442006204652,-122.141463699197,8.71700071490599,6.36233588215009
12/10/2012 2:54:04 PM -08:00,753,47.6441105,-122.1416061,20.76768426,15.1253148506515,47.6441926738207,-122.141478903628,8.92848160748296,6.27613973936412
12/10/2012 2:54:05 PM -08:00,754,47.6440952,-122.1416121,20.76768426,14.9076697050719,47.6441853253046,-122.14149166886,8.83686927437427,6.51108402618558
12/10/2012 2:54:06 PM -08:00,755,47.64407785,-122.1416202,21.9353049,15.4344849810311,47.6441747927343,-122.141503161614,8.75808213297968,6.58443507493423
12/10/2012 2:54:07 PM -08:00,756,47.64405933,-122.1416212,19.61953314,15.1557551854851,47.6441639533338,-122.141516380651,9.04746253638009,6.77766248024305
12/10/2012 2:54:08 PM -08:00,757,47.6440403,-122.1416187,18.41342067,13.3386729455623,47.6441440738599,-122.141536105963,9.1271841349203,6.81028891984597
12/10/2012 2:54:09 PM -08:00,758,47.64402153,-122.141617,18.41342067,13.0878235090487,47.6441294159386,-122.141547684883,9.19502800022944,6.53385028918138
12/10/2012 2:54:10 PM -08:00,759,47.64400392,-122.1416149,18.41342067,13.209435118166,47.6441141858018,-122.141559038347,8.90092890207455,6.65795663317883
12/10/2012 2:54:11 PM -08:00,760,47.64398733,-122.1416123,18.41342067,13.127311751978,47.6440976372506,-122.141568134766,8.94002576391757,6.7271273820509
12/10/2012 2:54:12 PM -08:00,761,47.64397593,-122.1416108,19.61953314,13.8593253999321,47.6440816855259,-122.141564255411,9.03216482541239,6.59369751214013
12/10/2012 2:54:13 PM -08:00,762,47.64396478,-122.1416102,19.61953314,14.2029891170556,47.6440678989482,-122.141565119526,8.92528788621525,6.59947596533617
12/10/2012 2:54:14 PM -08:00,763,47.64394697,-122.1416088,19.61953314,14.4494242107473,47.6440563347163,-122.141574973824,8.75567798725847,6.46123769207488
12/10/2012 2:54:15 PM -08:00,764,47.64393255,-122.1416083,18.41342067,13.5602249984179,47.6440408132494,-122.141577192425,8.99780133571239,6.58483608867589
12/10/2012 2:54:16 PM -08:00,765,47.64391843,-122.1416089,19.61953314,13.455341681153,47.6440279430667,-122.141577395374,8.90332002537036,6.67346792409442
12/10/2012 2:54:17 PM -08:00,766,47.64390175,-122.1416132,20.76768426,15.3771809122639,47.644013114875,-122.141581130762,8.65893668092735,6.5291451074599
12/10/2012 2:54:18 PM -08:00,767,47.64388553,-122.1416093,16.66508819,13.8362057022264,47.6439952498652,-122.141589361053,8.11532759042782,6.35920423541707
12/10/2012 2:54:19 PM -08:00,768,47.64386864,-122.1416114,16.66508819,12.1746841006815,47.6439800390654,-122.141592566251,8.14717641507487,5.98872363276173
