18.115	48.375
18.4147	47.808
18.8533	47.432
19.2907	47.024
19.74	45.4743
20.166	45.5467
20.566	44.968
20.8427	45.1813
21.204	45.416
21.5227	45.0213
21.756	44.36
21.984	44.7947
22.108	43.984
22.1373	44.5467
22.08	44.7813
21.9373	45.6773
21.7067	45.5173
21.4667	45.2373
21.1773	45.0747
20.9373	45.072
20.7107	44.128
20.4627	43.2747
20.2047	43.6107
19.976	45.8293
19.756	47.0693
19.5273	49.5467
19.3013	52.2027
19.0413	53.8053
18.768	54.928
18.4967	55.752
18.23	56.0213
18.0053	56.584
17.7807	57.5387
17.576	57.9147
17.3707	57.5893
17.1607	57.1467
16.9407	57.1653
16.6853	57.1813
16.416	57.2453
16.22	57.3653
16.0547	57.5253
15.876	57.712
15.7213	57.896
15.5673	58.0133
15.4147	57.928
15.26	58.048
15.066	58.0107
14.864	57.864
14.6387	57.7173
14.4433	57.5627
14.2667	57.472
13.9887	57.7253
13.7673	58.3413
13.6213	58.496
13.522	58.1013
13.3787	57.44
13.1973	57.5707
12.9067	57.4293
12.6573	57.3867
12.5453	57.3787
12.398	57.3493
12.29	56.8533
12.176	56.6053
12.1367	56.2693
12.072	56.0453
11.9873	55.984
11.9167	56.0373
11.8633	56.0667
11.836	56.1867
11.7567	56.104
11.6907	56.0907
11.5713	56.4747
11.3687	57.0773
11.2627	56.8853
11.1727	56.9093
11.1	56.9573
11.03	57.088
11	56.8347
11.09	56.12
11.2253	55.3573
11.4613	54.4987
11.778	53.9627
12.1447	54.224
12.57	55.1733
13.0093	56.2373
13.4953	56.9333
14.0053	56.792
14.52	55.752
15.106	55.08
15.6	54.1627
16.0653	53.416
16.586	52.92
17.142	52.8747
17.636	52.696
18.03	52.0427
18.3747	52.0773
18.6873	52.4213
18.9767	52.688
19.248	53.16
19.5893	53.3893
19.9793	53.2213
20.274	53.2027
20.5307	53.112
20.88	53.008
21.2107	52.6907
21.5027	52.288
21.844	51.784
22.196	50.8
22.3693	49.4987
22.32	48.1893
22.136	46.432
21.8853	45.1947
21.5827	44.3787
21.2467	44.2373
20.9627	44.0347
20.6947	43.544
20.4427	43.4693
20.1167	43.048
19.8167	43.36
19.5533	44.864
19.3293	48.3867
19.1287	51.8347
18.9267	54.5067
18.7113	56.8587
18.4533	58.408
18.2053	59.5707
17.9927	60.184
17.7647	61.1787
17.5673	62.488
17.3913	62.7653
17.2	63.056
16.996	62.96
16.8393	64.6267
16.684	65.1147
16.514	65.7627
16.3467	65.6587
16.166	65.2187
16.0053	65.2773
15.8253	65.1707
15.6493	65.072
15.4293	64.3813
15.0953	63.3573
14.9067	64.584
14.7893	64.9653
14.66	64.7307
14.4187	64.304
14.208	63.7627
13.9453	63.152
13.6507	62.3547
13.3473	61.8907
13.1267	61.864
12.918	65.3653
12.76	68.5467
12.668	69.3893
12.6267	69.824
12.6133	69.8427
12.6033	70.5147
12.5907	70.3573
12.5907	70.4267
12.5933	70.8453
12.59	70.4533
12.5873	70.7333
12.5967	70.4453
12.6067	70.712
12.6367	70.5333
12.668	70.8507
12.638	71.7493
12.522	71.92
12.3907	71.6027
12.2227	71.28
12.0147	70.9653
11.7967	70.4773
11.5727	70.1413
11.4327	69.5067
11.3953	69.0933
11.4167	68.5787
11.508	68.2907
11.6473	68.1093
11.7813	67.4933
11.93	66.8533
12.142	65.648
12.3787	65.1947
12.644	64.7307
12.988	63.672
13.3487	63.792
13.6793	64.4
14.006	64.264
14.3727	64.024
14.7233	63.7493
15.002	63.4907
15.326	63.16
15.6967	62.84
16.0347	62.488
16.4073	62.128
16.7633	61.8933
17.0687	61.6107
17.32	61.2667
17.632	60.752
17.9767	60.0293
18.2567	59.336
18.5607	58.936
18.848	58.5147
19.0727	58.0613
19.2747	58.0507
19.34	58.32
19.2907	58.6
19.1147	58.9253
18.9587	59.2533
18.764	59.5787
18.6033	59.9013
18.4393	60.2
18.2627	60.304
18.098	60.4747
17.9173	60.8907
17.6773	61.608
17.472	62.4133
17.2827	62.8773
17.1053	63.6533
16.9207	64.456
16.7213	65.064
16.4993	65.5947
16.318	66.0533
16.138	66.6827
15.9873	66.9307
15.8333	67.1573
15.6733	67.52
15.54	68.0933
15.404	68.9067
15.272	69.2613
15.1407	69.4133
15.0093	69.4987
14.8713	69.504
14.75	69.24
14.5993	69.008
14.4087	68.7973
14.234	68.8453
14.0847	68.7707
13.9373	68.7387
13.77	68.896
13.63	68.4053
13.4147	68.0667
13.212	67.68
13.0447	67.6347
12.864	68.024
12.74	67.768
12.6067	67.4987
12.4273	67.216
12.294	66.544
12.1653	65.6107
12.0033	65.032
11.836	64.5467
11.6933	64.2693
11.5667	63.6053
11.4373	62.8187
11.2773	62.4693
11.0967	62.2507
10.97	61.8213
10.876	61.5733
10.696	61.4933
10.58	61.3627
10.4827	61.1493
10.4233	60.824
10.3267	60.8773
10.16	61.0667
9.98333	61.2773
9.94	61.248
9.90933	61.192
9.834	61.2347
9.79667	61.3147
9.82	61.5253
9.91467	61.6267
10.028	61.568
10.19	61.096
10.4513	60.4453
10.8173	60.2133
11.1913	60.4853
11.604	60.9333
12.0213	61.392
12.458	61.8773
12.9287	62.0853
13.398	61.856
13.8253	61.7013
14.2833	61.672
14.73	61.1787
15.1693	60.432
15.5953	60.2453
15.944	60.0373
16.312	60.2213
16.6567	60.512
16.974	60.7653
17.2327	61.144
17.5573	60.7253
17.8987	60.464
18.2307	59.7813
18.5387	58.832
18.8593	58.4213
19.236	58.56
19.5153	58.3947
19.8027	57.88
20.034	57.288
20.17	56.1573
20.1833	54.7787
20.034	53.4827
19.8593	52.4267
19.6267	52.544
19.4107	52.7947
19.1507	52.4
18.8853	52.9867
18.6693	53.6533
18.4633	54.2827
18.2353	55.1893
18.008	55.5547
17.8093	56.3173
17.6353	57.8533
17.4607	60.28
17.304	61.3787
17.1513	62.1067
16.98	62.6507
16.8487	62.912
16.6807	62.8693
16.532	62.7893
16.3867	62.9733
16.2753	63.0373
16.144	62.8747
15.9653	60.936
15.746	60.1547
15.546	60.2187
15.364	60.336
15.1487	60.6667
14.9427	61.0987
14.7953	61.4773
14.696	61.6667
14.5747	61.7653
14.468	61.912
14.322	61.84
14.184	62.2853
14.046	62.664
13.9547	62.8453
13.8393	62.9493
13.6747	63.3387
13.536	63.512
13.412	63.9253
13.25	64.3147
13.0887	64.6
12.914	64.744
12.7713	64.928
12.6493	65.0453
12.56	64.88
12.3647	65.1867
12.1907	65.528
12.07	65.6533
11.9433	65.8667
11.846	66.088
11.7327	66.3627
11.6447	66.088
11.61	65.9893
11.55	65.952
11.478	66.072
11.4633	66.736
11.4407	65.8907
11.35	66.1333
11.2587	66.2373
11.168	66.2667
11.0673	66.3413
10.9833	66.24
10.9873	65.768
11.114	65.2347
11.2873	64.2427
11.5767	63.3787
11.94	63.0133
12.3293	62.9787
12.7533	63.0533
13.218	62.912
13.7633	62.672
14.3407	62.0533
14.9293	61.2187
15.5713	60.4507
16.246	59.28
16.936	57.7653
17.5153	57.1387
18.14	55.9973
18.73	54.912
19.308	54.1093
19.8513	52.68
20.4247	51.5893
21.008	50.472
21.5	49.6027
22.0267	48.104
22.48	46.8907
22.8667	46.2933
23.2827	45.048
23.764	44.2
24.1453	43.6
24.584	42.5733
24.9333	42.2987
25.288	41.3987
25.532	40.8213
25.712	40.4613
25.7133	39.7267
25.4933	39.8867
25.232	39.6107
24.9213	39.4973
24.612	39.1707
24.3627	39.292
24.092	39.868
23.8507	40.2107
23.6573	36.5533
23.5613	34.8293
23.4107	33.4947
23.244	33.444
23.0533	33.3893
22.84	33.5227
22.588	33.4773
22.272	33.5253
21.976	33.684
21.7293	33.9613
21.4427	35.9227
20.9693	43.7
20.5407	47.6267
20.156	49.864
19.7633	51.464
19.4187	52.4693
19.0547	53.5707
18.76	54.4773
18.55	55.2747
18.362	55.952
18.048	56.48
17.628	57.7733
17.4033	58.2107
17.2867	58.5467
17.1013	58.3573
16.856	59.3493
16.7	58.624
16.6827	53.952
16.59	52.3653
16.668	50.4773
16.7033	49.7733
16.6967	49.176
16.7	48.528
16.6967	48.1867
16.644	47.76
16.5807	47.4693
16.5007	47.2507
16.3933	47.2347
16.304	47.1653
16.2067	47.2827
16.0947	47.4107
15.892	48.0827
15.618	48.7387
15.3787	49.24
15.1833	49.6053
15.0233	49.9493
14.8673	50.32
14.7167	50.6933
14.5533	51.0587
14.3933	51.6187
14.2087	52.032
14.046	52.3493
13.9133	52.6667
13.7887	53.0347
13.718	53.4773
13.744	53.4213
13.8533	53.488
14.0593	52.3547
14.4153	50.7413
14.8213	50.1093
15.2467	49.7253
15.676	49.496
16.072	49.1067
16.448	48.7413
16.856	48.1813
17.258	47.9867
17.6527	46.944
17.966	46.0267
18.3547	45.2693
18.7387	43.9413
19.1587	43.1787
19.5507	42.552
19.9687	41.9173
20.3593	41.2373
20.7573	40.456
21.116	39.7693
21.4987	38.628
21.8747	37.824
22.236	36.632
22.5973	35.7333
22.9813	33.0253
23.3493	33.816
23.7213	32.5293
24.1267	31.788
24.4333	29.9693
24.4307	27.304
24.5187	26.5627
24.6267	28.112
24.7013	26.4293
24.4933	24.1
24.2827	23.0013
23.9573	22.728
23.7067	22.776
23.468	23.3413
23.256	23.9147
23.0467	23.488
22.7973	23.3107
22.5693	23.5013
22.3187	23.7227
22.0693	23.7413
21.8053	23.8293
21.548	24.0973
21.2853	24.2387
21.0133	24.3547
20.7853	24.6893
20.5533	24.7373
20.324	24.7093
20.0947	26.3573
19.8867	31.7573
19.692	34.496
19.4847	35.7227
19.2573	36.9253
19.062	37.5907
18.876	38.044
18.7247	39.14
18.5247	39.0107
18.274	37.572
18.0367	35.4787
17.7913	34.168
17.5287	32.4027
17.3107	30.0493
17.106	29.0813
16.906	27.948
16.7027	27.6733
16.5213	27.5413
16.318	27.86
16.1273	28.0867
15.966	28.0707
15.7953	27.9787
15.646	27.9867
15.478	27.9333
15.3293	27.476
15.1447	27.7413
14.9567	28.0253
14.784	28.268
14.6453	28.3133
14.4833	28.4693
14.3047	28.564
14.152	28.712
13.9987	28.796
13.8247	28.996
13.6627	29.1547
13.504	29.284
13.2247	30.3013
13.028	30.3373
12.8633	30.972
12.5387	32.5093
12.276	33.0027
12.1333	33.288
12.0307	33.1227
11.9333	33.1173
11.866	33.1867
11.9033	33.1973
12.098	33.128
12.354	33.048
12.5693	32.9013
12.754	32.668
13.0087	32.3773
13.352	32.168
13.718	32
13.9233	32.14
14.0247	32.412
14.2693	32.284
14.736	31.96
15.2233	31.5613
15.7213	31.152
16.216	30.8693
16.6167	32.0027
16.9427	33.0627
17.1147	33.624
17.22	34.5707
17.336	34.9547
17.432	36.2973
17.7253	36.7747
17.9847	37.2213
18.1293	38.032
18.2333	38.5853
18.5287	37.7413
18.7153	37.748
18.9033	38.2747
19.1187	38.7213
19.3047	38.544
19.474	38.3493
19.4947	38.756
19.3533	39.632
19.2653	39.792
18.846	40.78
